M1,M2,M3,M4,M5,M6,M7,C1,C2,C3,C4,C5,C6,C7,C9,C10,C11,C12,C14,C15,C16,C17,C18,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C34,C35,C37,C38,C39,C40,C41,C42,C43,C45
0.00805809295638972,0.013739548781511571,0.009674609712454669,0.0,0.009362879148187602,0.005092246350157967,0.0,0.03493572290822713,0.0,0.02682068045039611,0.011051331005721567,0.023487670066153547,0.04522609044650127,0.04444700647735957,0.0,0.014522480025742579,0.045350556666126696,0.04679906610787807,0.0,0.04786547650667971,0.002796077609312775,0.01908620784695103,0.07226257866049449,0.027812702330432898,0.0004281825633345865,0.02418458486884381,0.0,0.01679461539714852,0.022926473390304368,0.04914226268509082,0.018255975168480473,0.01460666262611637,0.05666188287453375,0.004554176711129218,0.011448969990186776,0.0,0.0,0.017184266806469964,0.0,0.015105715960310982,0.02602454622311237,0.015845797539698087,0.02939888328683162,0.013325222981750567,0.041502849555950905,0.0
0.004221329510659528,0.0,0.0,0.004945559736845767,0.021247990348710635,0.002824434820651523,0.0020279760087456855,0.026298894139360506,0.01612548221472015,0.01987781890935407,0.0057557500024041156,0.011347190016057381,0.021761041682553682,0.14641488205651718,0.018327701250512342,0.039723065479010986,0.05315376326822126,0.0073305399567818175,0.025074291692807983,0.03489444441561173,0.023471641258592378,0.0,0.06731164055735725,0.004898733105404507,0.0,0.009693874532974184,0.01305470794003762,0.00421357134631245,0.0,0.009187109500862142,0.03900819037632085,0.0,0.03563046189144235,0.0015681081111979314,0.014553458422810264,0.02018095714548803,0.026810171164573085,0.0,0.025228893859421397,0.00987495326126709,0.013902607914242165,0.014002872459931148,0.012820218894237505,0.015418366947557716,0.022959215775686742,0.0066046989060442145
0.0,0.00793993917507596,0.002990507292595125,0.018961138878781005,0.0,0.013839807603932157,0.026763905392979983,0.04149899496973047,0.003919027431002805,0.0,0.0,0.0039300037670865415,0.024771406247518925,0.0506152094388491,0.01737859941130753,0.016617095340273183,0.015298252461718224,0.0,0.011094497760971801,0.033780143588005844,0.029988213017223528,0.01713215475060753,0.002992623501924238,0.0030768810789327736,0.007038690541354427,0.0,0.009553266775829333,0.05078830212010521,0.011583598897601983,0.034783317521120335,0.04077444989690582,0.018255494781639747,0.010470020607844605,0.018613642064542094,0.0,0.017632905443963266,0.02956827822470049,0.02125449224912372,0.006164766599056452,0.0,0.0,0.004726858259303048,0.00572642879681182,0.03374060355433188,0.0,0.011025205227409064
0.20696705362609116,0.14932476361470168,0.07152522952506786,0.14229891365328382,0.18062183771094423,0.05067684647723216,0.1633742720124419,0.24598588546795216,0.11097727895131164,0.1172594243156399,0.1371088744944118,0.02634515801771929,0.08595660556830254,0.1166728163394336,0.13489892293635114,0.18833625681578933,0.020327554369241316,0.12076453771966529,0.11583160659240338,0.050128352386533494,0.048789644195656276,0.11648085294264748,0.08277061687107437,0.05940228820552938,0.0347533120068111,0.19802063879298784,0.13140746505642206,0.08681290870845221,0.06906687059990425,0.1315460487301005,0.029605451518044876,0.10067887713166651,0.01630303098710044,0.26780166972950264,0.10513549077198564,0.022082138648091096,0.08963851176482893,0.0036611447956360066,0.13144461626182324,0.18578839216116602,0.37012002874997707,0.05126881679763604,0.05875211213355636,0.05240527891122772,0.07686084954726351,0.06284019824622684
0.14566801495546058,0.09101823710372135,0.09108071745613841,0.09715064473455032,0.12756492103489078,0.021199536606848146,0.15941874221586722,0.30175483635784023,0.1518935173240724,0.1172537700798818,0.1341685914488009,0.045311568119827714,0.030553235775608235,0.2608732792678088,0.20473388238968637,0.154120474268685,0.0432905065103881,0.12240897270737273,0.0723932509457218,0.03341507336084195,0.02984446705038074,0.10219530467382625,0.07614547058444465,0.08397325764183486,0.008973944921604332,0.18884286466344355,0.09734437724247004,0.07701836339175863,0.04372195960582423,0.28955152512888227,0.03528722170634875,0.06759776580126106,0.032160169764906724,0.24006172235503592,0.07155134936756555,0.025699726945573056,0.16124590717062204,0.16286340390499096,0.09376478600715477,0.19586379572944992,0.28937887607514695,0.03433140324920976,0.09889703142926665,0.016784707312794744,0.06326285169318958,0.03197531383211627
0.15308647573308937,0.11657837673250562,0.08089969422845317,0.08676382479584434,0.10465408032923211,0.08065890089757624,0.1927164841541574,0.29782086175476535,0.07575156251323982,0.07172731913455628,0.051657923126596623,0.034838811238353834,0.0363383107683545,0.08412844069642753,0.15066070022948144,0.16620103699936103,0.041710657209074645,0.05127215786650641,0.1507077559801367,0.04470026510206313,0.014452748829074456,0.09438825862659235,0.11899113394149094,0.040071614275551365,0.03466106723989026,0.13289731320646042,0.08371627550124036,0.12739304771027746,0.03419709625144098,0.24959423960496796,0.06219369428868329,0.11337656266500215,0.0,0.1442241883213184,0.08559154059290722,0.03214321468892857,0.08380161719026738,0.16270731891330098,0.09014082778118859,0.19023988871401024,0.18173891318972363,0.033779297953275216,0.21769732702354683,0.04039962091958901,0.07429000511571753,0.043204850328526626
0.211721234102029,0.10670421649829151,0.15898498331356187,0.13670629530695433,0.12290458732041389,0.11254470846547585,0.18317880422412103,0.2153806935544845,0.08877476333997944,0.08744329863229462,0.2171104136069391,0.030836571721653303,0.022695703931383884,0.09535175879826568,0.14063915652906955,0.2327183010321349,0.022247073791614433,0.13522183921022918,0.19793211604956326,0.06735436242346124,0.09905543582551178,0.13387837430614932,0.23167184863837784,0.1213114737295555,0.04903996895071937,0.17144373702538876,0.07858939121109988,0.10465024077478852,0.055168836611795974,0.2807359166125591,0.045930474276176775,0.14709959252724417,0.08820308850291725,0.22902596052078228,0.08392777832084375,0.05232475392264266,0.10437972280490868,0.10658074178362156,0.21632990102307026,0.2120347771376043,0.1923936415487526,0.04295098030415235,0.15394607912900765,0.03555726051864315,0.15394424557699227,0.06966408101789696
0.28801486996249875,0.19990245434672585,0.16965748903016145,0.17631593979199464,0.23532483084187683,0.32839759721022455,0.29884299581615875,0.2880921316653395,0.1433606522262553,0.18928599797387155,0.3122332790452616,0.05712388519319535,0.10675919109652271,0.1674517760513324,0.20828758928250884,0.2827084834338873,0.14286909219274385,0.20980530222498867,0.18020589596067269,0.08376562578204858,0.21160069345147775,0.2699725073533376,0.21919603247238403,0.1823695658163777,0.08146385269954255,0.25957419883241983,0.15683763236644596,0.210487743017643,0.13382524611825905,0.38368851753397903,0.09034774682079018,0.4358493743810382,0.13629869939176545,0.30838415683120823,0.3326628766074016,0.11420501917684492,0.15023236866532347,0.2553658093797612,0.4991437747885536,0.2914762995813119,0.3088616801330816,0.11257167470695717,0.21550042549846887,0.15831037209546084,0.18640825906096298,0.10961254167257212
0.38083651881672803,0.4252514143763988,0.2790289589990124,0.27762202014032333,0.24216880037564115,0.5517234974417845,0.30837209329282067,0.40817028336861483,0.3974228325113208,0.5500852891734453,0.3087676045325228,0.13899755196784583,0.19538581744967184,0.35085042572452435,0.6002918842620993,0.41136970982982124,0.2183773262566826,0.26588105434905224,0.21904133266348128,0.11004603549571795,0.50796692555857,0.47577481826399637,0.3794891796422751,0.2279161457844899,0.28114782990115833,0.3171584148528578,0.21909880880796664,0.3098299327132652,0.4984002426104956,0.1293592156903628,0.17920440398512272,0.4277648058502072,0.29792835174853494,0.35913054293949676,0.3986479701442672,0.14696358548366156,0.24038846462036523,0.2821578869151932,0.5066178516516331,0.4243103523852177,0.3664521773154791,0.12198925969241298,0.4729893679707223,0.1451033918640639,0.10488292836965178,0.08967011581535504
0.40586598772422144,0.3537018544903604,0.3104974937599052,0.33048118837638424,0.24793587828616925,0.8048030582666916,0.3466861859531516,0.4098110289818742,0.33234876962154913,0.6685420142660676,0.44205965603069913,0.1207651998527771,0.17015467111628016,0.30304379066323583,0.7718816796649498,0.4928598307393833,0.3118746087737943,0.41701294977067066,0.3306688307947535,0.09853103536919691,0.4747687413222315,0.49957931408818085,0.41839625958416227,0.2945057439502238,0.4256487175453298,0.31375069497747865,0.18191398913888387,0.39706801166208455,0.5549595254694963,0.1730243147492873,0.2103913719712071,0.32562513110876845,0.27575646408079035,0.4116894643887278,0.30199786393990585,0.14802100382563158,0.2237199277000123,0.3890575767395872,0.5745375661929311,0.5415610595198547,0.40732877352782426,0.2390768978468725,0.5701984730036086,0.16548974844620412,0.11125625573607102,0.13023518812277604
