Shop1,Shop2,Transport1,Shop3,Shop4,Shop5,Hospital1,Rush1,Rush2,Rush3,Rush4,Shop6,House1,Rush5,House2,Transport2,Shop7,Rush6,Shop8,Shop9,House3,Shop10,Rush7,House4,Transport3,Shop11,Hospital2,Shop12,Rush8,Rush9,Rush10,Rush11,Hospital3,Rush12,Transport4,Rush13,Shop13,House5,Shop14,Hospital4,Hospital5,House6,Shop15,Rush14,Rush15,House7,Shop16,Shop17,Rush16,Transport5,Shop18,House8,Rush17,Shop19,Transport6,Rush18,Shop20,Rush19,Shop21,House9,Shop22,Shop23,House10,Rush20,Rush21,Rush22,Rush23,Hospital6,House11,House12,House13,House14,Rush24,Shop24,Rush25,Shop25,House15,House16,Rush26,Rush27,Shop26,House17,House18,House19,Rush28,Shop27,Rush29,Shop28,Shop29,Rush30
0.11243370888640106,0.07072092569101561,0.07928115940083544,0.05524250253709594,0.0581580237182146,0.06008733648265194,0.09149547082604591,0.06422731041722135,0.08178248433002414,0.0800124947072892,0.06769604830347573,0.03390017889542661,0.038184694185258994,0.04621541482351627,0.05975217261159103,0.05384612235929593,0.06064452151955086,0.03057700150369386,0.07516425932522322,0.07075301937376553,0.08775536802502114,0.04726479892545614,0.08549400667636622,0.03971143618012617,0.055453917414369246,0.061059152925355555,0.04818339544443312,0.0449387723791688,0.07590282362196951,0.05198406222759861,0.0920662139006595,0.10562778244804628,0.046563016948189706,0.05161070266397116,0.06395804469556948,0.034018665439166734,0.06191481904423382,0.04107268548526857,0.08327010537566328,0.10286824546082128,0.03899788720091912,0.06150811574545631,0.0574960321374862,0.04543124398177393,0.04728142274820614,0.03509502871347441,0.05846341238782776,0.07851951922462057,0.06693222722976971,0.06550800103683482,0.04533215822333513,0.042237780862658586,0.0743180277311285,0.06182745743441921,0.04512176228634189,0.08103225405318351,0.04612472161280583,0.057742535910385806,0.06797647196597738,0.0656545743263803,0.045978825104481064,0.0431932016558109,0.05309259485366397,0.06926259703929631,0.07917103125385139,0.08778394323598611,0.06027642810561825,0.06225428208457103,0.03449829118645913,0.07163119022119531,0.06796555677056887,0.09441286991968756,0.039465296180514794,0.07406600957549739,0.04221977211373088,0.05990225311751278,0.0770304891149008,0.05488564997407542,0.07533059331681308,0.048804578650847474,0.037973726717684335,0.02033099965173782,0.04077092295892071,0.05012127660683662,0.06965960571512364,0.06848126106505345,0.040499011835174764,0.05652577181845011,0.04993964732928552,0.07040401224340131
0.08763117045573172,0.05768743571404254,0.07565088376016095,0.05115868932674476,0.03660056752768111,0.06083611098259308,0.07163743868993963,0.043651823179852854,0.05583147557595295,0.07474855111594936,0.028073575346751572,0.07605045676829227,0.041538603801644106,0.05258952383082823,0.035608220059838866,0.05375950883013498,0.05342309521022413,0.046952185805859796,0.059139532030605874,0.04280864932500409,0.061835338290661554,0.09750446096006049,0.09536306990210774,0.06813746706904544,0.08360801134151906,0.07821579867338727,0.05023235522067196,0.014142993996363018,0.0695709892529667,0.021712321810926846,0.04373523888486632,0.06940758230104453,0.038028266044511816,0.06639363046627199,0.08224588542955005,0.06787071921073232,0.05559447601404344,0.08297624402497866,0.07327232639882056,0.07203899915974468,0.083366094203468,0.058075481805067206,0.09831047892112578,0.0746131698030617,0.04846406315852925,0.045999619986800695,0.047884642856889856,0.05738055926640926,0.059912917835270765,0.041715168010549995,0.07346038775398406,0.05430965283037577,0.06535184566801616,0.05288399478103525,0.03133327074845793,0.05067248833607875,0.05663694570612155,0.054149977953534253,0.07042506212135202,0.043204449862755664,0.02857570884769928,0.06368897589528946,0.053411129569928356,0.055632850610284085,0.07549218791407353,0.07201341492161285,0.07941725092430615,0.05807725118621772,0.04422800295448438,0.05908437626809042,0.07197789522606853,0.06301670139618959,0.03448737420932807,0.05755310922210369,0.057745723142005385,0.05943577869645713,0.10291597863619581,0.07585164452542559,0.07415011295085146,0.043823697246052076,0.08309589265256406,0.039253016342210324,0.06411191261968413,0.0501244478529488,0.08114234110293143,0.04434102369937848,0.03987498747305478,0.12136455484137997,0.05758865564414151,0.060562427299232696
0.05795924232635127,0.07380800779398175,0.05737857916959697,0.05622794777277319,0.06347762922321029,0.059098800867681774,0.05351041639842943,0.034847845720766685,0.09457899415552612,0.05614471111484893,0.048092826726943066,0.03441685004561551,0.08244740699962617,0.07541996860794427,0.028395876120773586,0.04588293830089725,0.08015664647994769,0.052113354099793716,0.06146675070688917,0.0589574036983315,0.0651606558649019,0.05030387795290448,0.047485517936248355,0.04661990523083858,0.06233346666594994,0.07990300705693298,0.06864889478931159,0.07753046397934031,0.06268893879206743,0.048884830124121675,0.04784369220784403,0.06268035809703518,0.06824729669101476,0.06432517044526598,0.06141861582117199,0.06800981302013555,0.07551233858501105,0.08728708933601333,0.09086758648728754,0.053203972802721086,0.03995681587723351,0.07767016840458153,0.060888436073721665,0.03715273869683826,0.050463928709015185,0.07690292924482153,0.040807745853965405,0.0556998353089333,0.04666143689737237,0.07145159379580507,0.06990891184529688,0.07686085852687158,0.03968114169311077,0.04304411193180056,0.059415176142806864,0.06793586106920023,0.06605759215781122,0.06733241076875822,0.0918586801202421,0.05014398157758114,0.049597534183410875,0.05226186545677085,0.053966929527052336,0.04237543229278286,0.02769930854733256,0.04463355287286998,0.08104636185038043,0.05328662931158013,0.050740071557074766,0.043549933975915854,0.053168547999410974,0.08312982314699661,0.058787455034143385,0.05820506298046346,0.056941710217802616,0.06885178524503646,0.0566383610152583,0.05302149205594566,0.027112208184158458,0.06801718279335973,0.05027165821901022,0.04401288463862903,0.057851557934849904,0.05406430558362511,0.09466812244590296,0.074339946997976,0.05013302867170234,0.04603295581095349,0.05751240812057131,0.05971696749532145
0.06483816240570771,0.060464248628760736,0.14905899537640224,0.08103111846040653,0.26772357781122813,0.26318062475683845,0.0720223623057103,0.10065708372158574,0.3183557781128135,0.08103340703060619,0.1474377778545644,0.3318026823963945,0.30837652072040184,0.10161912137732378,0.12350332213255444,0.19423552511931674,0.10083450443426796,0.06700421298586101,0.21470602797159877,0.34651487128682734,0.13274722692432744,0.0828505190067705,0.05384630024507057,0.23534239576522795,0.2021390671111546,0.11905123552175582,0.06529273443745576,0.17867705771027786,0.22662764226485907,0.20645714760698583,0.16051997348001484,0.17350577149405727,0.08644697422581318,0.1304593594334947,0.08767135899853129,0.11850144558094208,0.34095984599448526,0.18117520859461003,0.32757654408901865,0.11012448240513233,0.3349784367396701,0.3641241639092549,0.3390019184279452,0.12851235590308793,0.16173567829454014,0.3488535463726052,0.18537034158639912,0.10766204727605704,0.29597617004787435,0.2057112685697978,0.07611025561204049,0.4170396453846942,0.19111284471854242,0.5254825371221212,0.10257937567785547,0.13571236218419783,0.17733390088287737,0.0991131078772181,0.11369288793333704,0.20918016907548218,0.2368922651929574,0.13787417959126916,0.41849549953493714,0.18070720022906012,0.08697913258329992,0.07701154533133495,0.07074462698059071,0.18082421915864172,0.1270713251853022,0.09555477784710259,0.18904896173501215,0.15916454642344863,0.1241029772883819,0.06729241704621185,0.15649673694685284,0.13434377885779292,0.45002842767091883,0.2804030267379459,0.07122365969478796,0.14892378351589733,0.06629087489600698,0.07553199793223685,0.27571913454030056,0.16584196935189247,0.19732436087639738,0.05101248744974425,0.09052374156456815,0.1459247958014975,0.1827648977069652,0.0721209369286025
0.08353862464519195,0.18121196930730685,0.1156949262148615,0.11557858738796935,0.3077892119164668,0.2962268045199857,0.10557644465720195,0.15048023322590043,0.2249029536203042,0.05296256656236746,0.10363566170013633,0.27924836035033235,0.3018347818805844,0.1352644534829896,0.12335186779566255,0.175278492604603,0.09521250780568422,0.05199950633536648,0.20138444298751168,0.22792734130380124,0.07154739704727398,0.15389821399509157,0.08288856941551943,0.307469619023132,0.16009039521693116,0.14354692795574403,0.10350593241219555,0.13412438884087294,0.2231119968179983,0.18379950852166727,0.19220834629333236,0.17501486671984498,0.08323542255866485,0.17021522720981289,0.08900324543393351,0.18791956257427456,0.3270823754911581,0.29309559384107997,0.39213329977895045,0.15828733313857563,0.449155766402225,0.3322357187260487,0.2835866091876492,0.0646283334923553,0.13407147710945624,0.24930497240855704,0.17867021750185907,0.1303296494687475,0.3094966409599175,0.15182535510993797,0.08115245223558926,0.31256665215661683,0.19110554269949231,0.3825950042331113,0.10737570587277075,0.11390416253358374,0.10313832468358872,0.1479335216915721,0.0720234268883547,0.2545590681781782,0.25917233970146014,0.10236758416772111,0.41223536549782785,0.24051347333547377,0.0820562523565854,0.06300848130345701,0.07598521240155046,0.15300207711353334,0.0816027226986864,0.08635423219184026,0.14564376149787678,0.28332291322480213,0.13702878524590262,0.09543836842368,0.215656046983277,0.17422047709286906,0.33447172504707096,0.15820851948348028,0.07773187145628173,0.0841816377570999,0.06090133632424966,0.18383305224384355,0.2148164943486549,0.20412798584577582,0.1912352599504969,0.079078549955547,0.05295342815450823,0.08658442631912469,0.15248048107251894,0.059439975685726405
0.04561185558987051,0.18109358589312585,0.1146073646916486,0.18433548135354447,0.45782694095947496,0.3097483147166872,0.0892546463202689,0.29792117948738855,0.2423596082414637,0.07346855988413445,0.08717440164279383,0.26198022082560685,0.35690329176883223,0.0996107404440339,0.12616337860791688,0.1611082938042435,0.12412720432783861,0.039809162851807904,0.3044300647104811,0.27991318244335134,0.0779377232441609,0.06681587648680773,0.08089046358071803,0.1732464354572082,0.15604625198772584,0.10312029814575378,0.05892637253491344,0.1532840336739852,0.12445542161602609,0.17141711840740362,0.18282007424458993,0.10973273124074202,0.07156328330493218,0.12433325249276474,0.08688393083532023,0.18869599299773743,0.3080340878707739,0.17205230326163504,0.38757942825566255,0.13169306338828715,0.3283553883180044,0.22206572059040472,0.30315208656919346,0.13387955965197584,0.11816344752793712,0.2264028072163389,0.1378278376994245,0.08982880598302488,0.3019497600137641,0.2263945635460749,0.09013338911169519,0.24662625530297685,0.13231156482018183,0.3998873726182803,0.13531223154472896,0.13607124234471513,0.12628482814889047,0.1610910051268085,0.09964849516946635,0.2309338010695379,0.3856959037068547,0.16638201115639126,0.4731021330620542,0.2722776000439841,0.11389314467797289,0.054013581566954905,0.10080241958720904,0.11591102455958559,0.09814551366507014,0.09381531797816832,0.16378974606139518,0.2519250691403118,0.12753673897502857,0.10730962661987965,0.16984901604758673,0.0990438480143741,0.284572458897648,0.24766400038933775,0.06497622480799077,0.21477451908048656,0.05826312221659519,0.14466890591694598,0.19045031294506257,0.18163996443106625,0.28423128704405004,0.040308168058591394,0.09038930595983824,0.10194805474367362,0.21950118100938298,0.06800245339395278
0.14963052813016836,0.13852411297350967,0.13267415177265363,0.20825273059357724,0.5311764525308139,0.3534028049817228,0.10215671495607798,0.21880063296095287,0.32734383821624086,0.058531757381598014,0.12341862469172628,0.32728542141326544,0.34112967497188734,0.15079567854985376,0.19353616379114005,0.22616655555270612,0.11107300121971386,0.10681505519532279,0.2579190865997063,0.25983048599578373,0.06286778759536893,0.07234561519265617,0.05627400202312603,0.19620375878212334,0.296866497236219,0.14471363796836403,0.09418371747456686,0.18870258508900825,0.3222840951844701,0.23405054147718618,0.1966205294895633,0.1867732127856097,0.0951529941722427,0.1718887331037033,0.08129330935293354,0.21049653528723625,0.3149135692805911,0.20421531512628494,0.2921487322748385,0.12152987154520307,0.35537712099832003,0.31954956321335165,0.41088233506256117,0.27682094231657944,0.16784617965115742,0.3365222390061058,0.16596819275247623,0.16477549545195863,0.3311969413266831,0.28132609987239005,0.11826242995724418,0.34315719788412663,0.15260756707283707,0.5365644909968943,0.15239734593459134,0.14821573769267712,0.10977707483932257,0.19694713820350968,0.0939838317730526,0.4121322691051046,0.43453529245844036,0.2049832938743567,0.5184149322697983,0.29233960923008706,0.19762165999133888,0.07836316281517867,0.08580202519060902,0.11958247779051473,0.13712392765085646,0.14771019896460988,0.16163944739226194,0.27639573841609894,0.145794087143681,0.12386086693689431,0.16135946274280671,0.13934341945796289,0.32432162905751716,0.273376797036495,0.06566413505062638,0.28480654066845346,0.0609757872518769,0.09064679835007501,0.18128376906236926,0.20795633554233325,0.38185329936650836,0.0903164315822266,0.11134481824928835,0.07881737659939586,0.21201328749908976,0.08519092548751347
0.20635010206557786,0.2513708645443961,0.26981608648945077,0.4080277851538597,0.6810919067227584,0.5126293077643186,0.1830973850681849,0.2951946438497416,0.7057354596297366,0.16023198024185772,0.2593558622025269,0.3478830064703426,0.5324175614059483,0.11100031235251133,0.47642560951444074,0.4276398842785748,0.17182294535167053,0.19595164983535102,0.35320817709534014,0.44938300243894824,0.15572623885254783,0.10786935714480894,0.20883004554730547,0.29242786810915855,0.6124716288072597,0.2557021426065111,0.09020185936145524,0.48272707832208794,0.43602085575579985,0.4499030723137191,0.2876671398188812,0.2552183315039852,0.1366565077916276,0.4227647797988531,0.14623327450755239,0.3575611028069682,0.39240551763716114,0.2758817367324031,0.3763176913656069,0.1882832501812776,0.44494368511050547,0.41077574539466466,0.4918455985202416,0.4838166532350998,0.1843512113307973,0.4238585581639058,0.2303067808894501,0.22110377935042466,0.4378017821282629,0.7516714156969493,0.20451117881189365,0.6026046996307116,0.2841297324937448,0.7144043012068066,0.4431207640666184,0.32232653174997333,0.3148184650984517,0.07344635341207657,0.23758220123957732,0.4368980311149102,0.4114720217673845,0.19049384749189244,0.6673862026012779,0.6875505805827309,0.18835138186334605,0.13751160611731153,0.12677033316886324,0.15971554755555054,0.19597399989117978,0.16967568545884687,0.4831125086541662,0.3572943697780533,0.3647612755136243,0.08855026429018792,0.21866649976361469,0.16682460505946442,0.5691702456634937,0.45028794877076905,0.11289681796295051,0.7588925155087332,0.08466872887050146,0.13383708246180814,0.3211866605072615,0.2527930352403072,0.7052265096668038,0.09934616985903558,0.1585987120469244,0.27278649354112483,0.28816950996752366,0.09764273666573722
0.39696136258560966,0.27169144487249397,0.28836726349714864,0.2780650301553336,0.8646388145557573,0.668309849796367,0.20592757914347457,0.614759617489477,0.8474891781975146,0.6262610727519988,0.8894293450836929,0.7539653881945674,0.5481769843599776,0.2356844468193324,0.6840647234149156,0.7744209274987678,0.22884462808287595,0.4306756822252113,0.37413961019962616,0.9077120807305523,0.25362523805936377,0.19823003323863642,0.30432867502625227,0.7402891654226035,0.6208122981681281,0.36542674247761986,0.15897150073221528,0.6226989991116262,0.43187700884310226,0.776316479471174,0.39590611948100485,0.30667895502845466,0.20151381602264892,0.7049391235631501,0.22951253824332582,0.9183645440239079,0.4862482817574514,0.41679322966445387,0.5153171844439762,0.396191292379986,0.3265607160835408,0.4691112328350436,0.7002231692553528,0.8088031982205819,0.30152177887097303,0.6472309282256705,0.27234544813076844,0.26312213595743894,0.6160555795957441,0.7385024397256899,0.2501700871347396,0.5050141087523835,0.7500748062956529,0.9307707678121856,0.418178458061792,0.714168847985349,0.5028023052633127,0.13317721183713213,0.22213248430414625,0.6906967048132724,0.4870130308444489,0.22223800812078986,0.6912349339736995,0.8412728005002399,0.3074587842573126,0.1201286900549876,0.2087273442160892,0.17956033475483668,0.16659581652412758,0.11451480551643341,0.5683937181138432,0.1574461653592644,0.5425223137545151,0.20256455230121642,0.5507452151211262,0.2113380445011616,0.584076248532236,0.33666928298622184,0.10787023757767837,1.2493917519751154,0.13672582571103614,0.2009530508907223,0.4325056943962965,0.42190985075054815,0.891188491622319,0.09660789129954292,0.449613987233297,0.3527043851329423,0.38609902261260787,0.1175826213833716
0.37081386183414666,0.35277002981061845,0.5190116913596197,0.3940303531433168,0.798481451488796,0.5804686032458503,0.24625501024953048,0.7354041189158794,0.87751338923043,0.9089343044446337,0.9871774207419491,0.9225076146107647,0.6115416411716887,0.3328142496345769,0.715000449643083,1.0143592212446764,0.2789186406966591,0.4043824989007391,0.5212521557309296,0.7621900253795099,0.2257543365422826,0.17467566207174579,0.42257885596452316,0.6255764829030359,0.6966070608460334,0.6349555022582618,0.17510529606200154,0.8093382007985348,0.5912520032511428,0.8140716754806617,0.734664173122398,0.44537244157544886,0.25937353321456613,0.8724714074120147,0.2751654913387794,1.0637531549497996,0.5323142094808258,0.39074076590636025,0.5172164709109863,0.3498924910406636,0.3629966389134308,0.5295303195368786,0.8322032063629554,0.8559235036430225,0.2335064271393193,0.763781461498546,0.26985768304872154,0.3245534329725934,0.7733976418254527,0.5721268419120615,0.2516439174203116,0.5980194607309429,0.9030527329764564,0.989114244957569,0.5345117251493239,0.9845476426511801,0.5461379117286472,0.15768628039123742,0.24598073977363405,0.7637200662787442,0.650650044187943,0.31348253971697465,0.5136338021784288,0.9064108235085775,0.33636907336468774,0.2159967172905454,0.23749266986904413,0.19364577233485944,0.226354250180977,0.11882706457397586,0.4434800821740964,0.19175755448917423,0.7187155845566762,0.21315484428357226,0.6961041296932319,0.20201882078830208,0.5966368070581755,0.44177963492807343,0.16045409032087932,1.8052400938877735,0.23017358481755612,0.20905116965594348,0.36602159567727816,0.2724593136221191,0.9851313470423075,0.13928226331051274,0.6602065754407368,0.4090299958801156,0.48769270240889184,0.10884577985205605
