UMTS,730,2,62100,669879,0,-70.6606,-33.4317,2236,47,1,1343293295,1754712887,0
UMTS,730,2,20006,7881316,168,-70.7131,-33.9417,1998,51,1,1345900883,1754687228,0
UMTS,730,2,20006,7881315,28,-70.7314,-33.9036,3044,27,1,1345900888,1754712887,0
UMTS,730,2,20006,7881257,61,-70.7409,-33.8721,2058,33,1,1345900888,1754712888,0
UMTS,730,2,20006,7881259,191,-70.7375,-33.8776,2407,35,1,1345900888,1753403227,0
UMTS,730,2,20006,7881256,65,-70.7482,-33.8544,3882,27,1,1345900888,1754712888,0
UMTS,730,2,20006,7880698,0,-70.7305,-33.8529,7792,14,1,1345900888,1754712887,0
UMTS,730,2,27001,2317450,0,-71.547,-32.9932,2440,40,1,1347364463,1754712889,0
UMTS,730,2,27001,2305157,0,-71.5495,-33.0031,1067,27,1,1347364487,1754712888,0
UMTS,730,2,20003,7882438,0,-71.1028,-33.6723,5726,24,1,1350858347,1756181303,0
UMTS,730,2,62100,668233,0,-70.6501,-33.4436,500,37,1,1359475052,1740376263,0
UMTS,730,2,62100,671384,0,-70.6578,-33.4464,1511,50,1,1359475566,1754712885,0
UMTS,730,2,21002,2963447,0,-70.6336,-33.4423,500,50,1,1360689744,1739860752,0
UMTS,730,2,21002,2963545,0,-70.6314,-33.4578,9958,41,1,1360690344,1754712891,0
UMTS,730,2,62100,673168,0,-70.6401,-33.4453,3286,50,1,1362522161,1740725165,0
UMTS,730,2,62100,669315,0,-70.6463,-33.4474,1000,24,1,1362522161,1741244001,0
UMTS,730,2,62100,715115,0,-70.6456,-33.4493,1000,18,1,1362522161,1762577954,0
UMTS,730,2,62100,704153,0,-70.65,-33.4516,1000,22,1,1362522167,1762577942,0
UMTS,730,2,62100,669773,0,-70.6569,-33.4494,2397,26,1,1362522167,1754712886,0
UMTS,730,2,62100,673983,0,-70.6589,-33.4512,1501,24,1,1362522167,1754712886,0
UMTS,730,2,62100,715748,0,-70.6595,-33.4448,847,43,1,1362522167,1733986669,0
UMTS,730,2,62100,669987,0,-70.6599,-33.4409,500,50,1,1362522167,1754712888,0
UMTS,730,2,21002,2998977,0,-70.6207,-33.4264,551,43,1,1366067989,1754712891,0
UMTS,730,2,20002,2966853,0,-70.613,-33.4239,1000,24,1,1368016761,1754712895,0
UMTS,730,2,20002,2965103,0,-70.6148,-33.4259,1000,8,1,1368051333,1739602660,0
UMTS,730,2,20002,2963348,0,-70.6121,-33.4242,1000,18,1,1368051333,1739602657,0
UMTS,730,2,20002,2967422,0,-70.604,-33.4221,1000,22,1,1368051338,1754712887,0
UMTS,730,2,20001,2966811,0,-70.6053,-33.411,1000,21,1,1370003747,1756266766,0
UMTS,730,2,20001,2983229,0,-70.5858,-33.4197,7173,23,1,1370301650,1734933660,0
UMTS,730,2,20001,2983232,0,-70.5922,-33.4191,7751,15,1,1370301656,1741586285,0
UMTS,730,2,27001,2337439,0,-71.5075,-32.926,3895,18,1,1372298595,1754712887,0
GSM,730,1,13010,20253,0,-70.7396,-33.8529,14336,18,1,1372598704,1734158987,0
UMTS,730,2,62100,673054,0,-70.6566,-33.4329,1000,7,1,1372719889,1755230437,0
UMTS,730,2,27001,2318654,0,-71.5909,-33.0363,3799,27,1,1373466277,1754712885,0
UMTS,730,2,27001,2317416,0,-71.5785,-33.0308,1000,20,1,1373714391,1754712886,0
UMTS,730,2,4010,3096371,0,-70.6235,-33.4755,1360,14,1,1458579777,1771741067,0
UMTS,730,2,21002,2963772,0,-70.6153,-33.435,1000,23,1,1458830565,1734244568,0
UMTS,730,2,27001,2308375,0,-71.5513,-33.0159,1000,14,1,1361532478,1737182769,0
UMTS,730,2,27001,2304550,0,-71.5507,-33.0154,1000,7,1,1361559341,1754712887,0
UMTS,730,2,27001,2304072,0,-71.5457,-33.0102,1000,6,1,1362157648,1737703531,0
UMTS,730,2,28001,1982394,0,-71.2592,-32.5495,8942,21,1,1362173463,1770617076,0
UMTS,730,2,27001,2318689,0,-71.5375,-33.0225,24565,19,1,1362447483,1754712887,0
UMTS,730,2,27001,2318690,0,-71.5507,-33.0226,2478,18,1,1362449531,1754712884,0
UMTS,730,2,27001,2318688,0,-71.5492,-33.0239,757,26,1,1362449651,1754712887,0
UMTS,730,2,27001,2304110,0,-71.5493,-33.024,772,27,1,1362449717,1754712884,0
UMTS,730,2,27001,2308355,0,-71.5545,-33.0228,1000,18,1,1362450149,1754712885,0
UMTS,730,2,27001,2304112,0,-71.5339,-33.0139,31068,18,1,1362505324,1754712884,0
UMTS,730,2,27001,2308356,0,-71.5498,-33.0252,1911,14,1,1362506216,1754712884,0
UMTS,730,2,27001,2318655,0,-71.5535,-33.0242,1000,23,1,1362506336,1754712884,0
UMTS,730,2,27001,2304552,0,-71.5514,-33.0182,1000,11,1,1362492825,1771824381,0
UMTS,730,2,27001,2318673,0,-71.5462,-33.0249,1000,21,1,1362617052,1754712884,0
UMTS,730,2,27001,2308330,0,-71.5209,-33.031,6682,25,1,1362618054,1754712884,0
UMTS,730,2,27001,2327315,0,-71.5497,-33.0212,1425,12,1,1366037742,1754712884,0
UMTS,730,2,27001,2313489,0,-71.5376,-33.0299,28012,14,1,1366039477,1737010051,0
UMTS,730,2,7001,7221010,313,-71.0407,-28.5157,4101,23,1,1366590826,1761562692,0
UMTS,730,2,21002,2962526,0,-70.6298,-33.4415,1000,14,1,1366592340,1741157540,0
UMTS,730,2,27001,2318499,0,-71.5683,-33.0255,7519,23,1,1367371530,1754712884,0
UMTS,730,2,62100,689409,0,-70.6531,-33.4397,1000,5,1,1369262768,1734849317,0
UMTS,730,2,62100,714922,0,-70.655,-33.4353,1000,22,1,1369702924,1779424395,0
UMTS,730,2,28001,1990939,0,-71.5143,-32.1367,6289,12,1,1369955634,1776918853,0
UMTS,730,2,27001,2318500,0,-71.5576,-33.0242,1000,12,1,1371159341,1754712884,0
UMTS,730,2,27001,2318755,0,-71.5587,-33.046,1000,11,1,1371197383,1754712888,0
UMTS,730,2,20001,2962518,0,-70.609,-33.4177,1000,22,1,1371761439,1758515482,0
UMTS,730,2,26101,2317536,343,-71.3038,-33.3658,6884,13,1,1372827976,1754712887,0
UMTS,730,2,20001,2963523,0,-70.6053,-33.4172,1000,6,1,1373318584,1741501572,0
UMTS,730,2,20001,2967709,0,-70.6053,-33.4169,1000,16,1,1373318644,1754712887,0
UMTS,730,2,21002,2962714,0,-70.6309,-33.4413,5455,10,1,1373418559,1754712892,0
UMTS,730,2,21002,2967632,0,-70.6231,-33.439,1000,4,1,1373418738,1739429677,0
UMTS,730,2,21002,2998797,0,-70.6126,-33.438,500,50,1,1374065726,1754712885,0
UMTS,730,2,21002,2962226,0,-70.6187,-33.4394,1000,14,1,1374065785,1733724257,0
UMTS,730,2,62100,669877,0,-70.6608,-33.4258,2672,14,1,1374204970,1735366662,0
UMTS,730,2,20002,2965493,0,-70.6085,-33.4157,1000,20,1,1374272768,1741157601,0
UMTS,730,2,20001,2967662,0,-70.6091,-33.4157,1894,15,1,1374272884,1754712895,0
UMTS,730,2,62600,1324771,0,-70.7083,-33.6105,500,50,1,1374472645,1739860687,0
UMTS,730,2,62600,1326001,0,-70.6985,-33.6122,9774,27,1,1374819259,1780460953,0
UMTS,730,2,62100,669940,0,-70.652,-33.4321,500,50,1,1374866994,1753504200,0
UMTS,730,2,62100,690161,0,-70.6678,-33.448,2517,41,1,1375133996,1754712891,0
UMTS,730,2,62100,690162,0,-70.6606,-33.4458,1000,11,1,1375134121,1740638695,0
UMTS,730,2,20002,2962274,0,-70.61,-33.4161,1000,21,1,1375202579,1754712887,0
UMTS,730,2,20003,7925078,0,-71.0158,-33.7039,1657,21,1,1375220813,1756096262,0
UMTS,730,2,21002,2963388,0,-70.6326,-33.4331,2436,16,1,1375232485,1733724309,0
UMTS,730,2,20002,2963141,0,-70.6203,-33.4229,1000,16,1,1375823552,1741330483,0
UMTS,730,2,4010,3097649,0,-70.604,-33.4556,500,50,1,1375919259,1734933668,0
UMTS,730,2,20002,2962276,0,-70.6107,-33.4209,1000,13,1,1375923204,1734072297,0
UMTS,730,2,62103,1370587,0,-70.5891,-33.6062,1000,15,1,1376441078,1742883521,0
UMTS,730,2,62111,3098771,0,-70.5805,-33.4963,1000,14,1,1377816707,1736058300,0
UMTS,730,2,4010,3092985,0,-70.594,-33.4643,550,35,1,1378236026,1754712887,0
UMTS,730,2,62111,3097313,0,-70.6104,-33.5213,6494,26,1,1378611696,1735886266,0
UMTS,730,2,62111,3099658,0,-70.6166,-33.4989,500,26,1,1379716950,1771824205,0
UMTS,730,2,62100,668501,0,-70.6569,-33.4324,1000,10,1,1380321977,1755230447,0
UMTS,730,2,62111,3093394,0,-70.628,-33.5237,709,45,1,1380979467,1754712887,0
UMTS,730,2,62111,3096659,0,-70.6283,-33.5217,6464,50,1,1381024379,1765687086,0
UMTS,730,2,62111,3094506,0,-70.5904,-33.5125,1000,16,1,1381878662,1754712886,0
UMTS,730,2,62111,3097341,0,-70.5909,-33.4998,715,27,1,1381983972,1754712885,0
UMTS,730,2,62111,3092895,0,-70.5939,-33.5216,1000,14,1,1382404954,1735886265,0
UMTS,730,2,52002,1128487,0,-70.7926,-33.5048,1000,10,1,1382508812,1754712886,0
UMTS,730,2,52002,1132521,0,-70.7943,-33.5055,1000,23,1,1382508931,1754712886,0
UMTS,730,2,62111,3096862,0,-70.6013,-33.5202,1000,12,1,1383694005,1736058340,0
UMTS,730,2,62111,3096220,0,-70.5982,-33.5216,1000,18,1,1383823237,1742021672,0
UMTS,730,2,62111,3092896,0,-70.6061,-33.525,4973,19,1,1383826184,1742288062,0
UMTS,730,2,52002,1130753,0,-70.7595,-33.5146,1000,10,1,1383867045,1742106465,0
UMTS,730,2,52002,1127807,0,-70.7598,-33.5156,1000,14,1,1383867284,1734072343,0
UMTS,730,2,20013,1026880,0,-70.7495,-33.3246,2108,15,1,1383906760,1759378729,0
UMTS,730,2,62100,667995,0,-70.6615,-33.4279,2768,18,1,1383909505,1754712885,0
UMTS,730,2,20009,1131341,0,-70.676,-33.5112,11423,12,1,1383911458,1754712888,0
UMTS,730,2,62100,669849,0,-70.6599,-33.448,500,50,1,1384057104,1733813015,0
UMTS,730,2,4010,3097650,0,-70.6056,-33.4556,1000,23,1,1384347541,1733724273,0
